authorization_country,vtm_name,samv2_amp_id,medicinal_product_name,company,amppname,cnk_pub,cti_ext,abbrevname,name_abbrev_fr,packdisplayvalue,espc_nl,espc_fr,marketingauthorisationholder,distributor,basis_substance,substance_modifier,formname,edqmform,edqmid,snomedid,abbrform_nl,abbrform_fr,manufactureddoseform,adm_doseform,roa_nl,roa_en,edqm_roa_nl,edqm_roa_id,baseofstrength,strenght_nominator_value_low_limit,strength_nominator_unit,strenght_nominator_value_high_limit,strengthunitucum,strenght_denominator_value_low_limit,strength_denominator_unit,strengthdenomunitucum,atc,ddd,ddu,dddpropackage,vmp_name,vmpgroupname
BEL,amoxicilline,2042,Amoxicilline EG filmomh. tabl. (deelb.) 1 g,EG,Amoxicilline EG filmomh. tabl. (deelb.) 20 x 1 g,2207512,176547-02,Amoxicilline EG filmomh. tabl. (deelb.) 20x 1g,Amoxicilline EG compr. pellic. (séc.) 20x 1g,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE176547&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE176547&leafletType=rcp,SAM2,SAM2,amoxicilline,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,J01CA04,1000,mg,,amoxicilline 1 g tablet (or.),amoxicilline oraal 1 g
BEL,amoxicilline,2042,Amoxicilline EG filmomh. tabl. (deelb.) 1 g,EG,Amoxicilline EG filmomh. tabl. (deelb.) 24 x 1 g,2744761,176547-04,Amoxicilline EG filmomh. tabl. (deelb.) 24x 1g,Amoxicilline EG compr. pellic. (séc.) 24x 1g,24,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE176547&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE176547&leafletType=rcp,SAM2,SAM2,amoxicilline,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,J01CA04,1000,mg,,amoxicilline 1 g tablet (or.),amoxicilline oraal 1 g
BEL,amoxicilline,2042,Amoxicilline EG filmomh. tabl. (deelb.) 1 g,EG,Amoxicilline EG filmomh. tabl. (deelb.) 8 x 1 g,1373158,176547-01,Amoxicilline EG filmomh. tabl. (deelb.) 8x 1g,Amoxicilline EG compr. pellic. (séc.) 8x 1g,8,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE176547&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE176547&leafletType=rcp,SAM2,SAM2,amoxicilline,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,J01CA04,1000,mg,,amoxicilline 1 g tablet (or.),amoxicilline oraal 1 g
BEL,insuline lispro,2012,Humalog inj./inf. oploss. i.m./i.v./s.c. [flac.] 100 E / 1 ml,Eli Lilly,Humalog inj./inf. oploss. i.m./i.v./s.c. [flac.] 1 x 10 ml 100 E / 1 ml,1281534,175515-01,Humalog inj./inf. oploss. i.m./i.v./s.c. [flac.] 1x10ml 100E/1ml,Humalog sol. inj./perf. i.m./i.v./s.c. [flac.] 1x10ml 100U/1ml,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/96/007/002&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/96/007/002&leafletType=rcp,SAM2,SAM2,insuline lispro,,oplossing voor injectie/infusie,Oplossing voor injectie/infusie,50060000,SAM2,inj./inf. oploss. #,sol. inj./perf. #,?,?,intramusculair gebruik/intraveneus gebruik/subcutaan gebruik,intramuscular use/intravenous use/subcutaneous use,Intramusculair gebruik/Intraveneus gebruik/Subcutaan gebruik,20035000/20045000/20066000,,100,1,NULL,1,1,mL,mL,A10AB04,40,E,,insuline lispro 100 E / 1 ml oplossing voor injectie/infusie (i.m./i.v./s.c.),insuline lispro injectie/infusie 100 E / 1 ml
BEL,nitroglycerine,1894,Trinipatch transderm. pleister 15 mg / 24 u,Teva,Trinipatch transderm. pleister 30 x 15 mg / 24 u,1287945,171175-02,Trinipatch transderm. pleister 30x 15mg/24u,Trinipatch dispositif transderm. 30x 15mg/24h,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE171175&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE171175&leafletType=rcp,SAM2,SAM2,nitroglycerine,,pleister voor transdermaal gebruik,Pleister voor transdermaal gebruik,10519000,SAM2,# pleister,dispositif #,?,?,transdermaal gebruik,transdermal use,Transdermaal gebruik,20070000,,15,mg,NULL,mg,24,h,h,C01DA02,5,mg,,nitroglycerine 15 mg / 24 u pleister (transderm.),nitroglycerine pleister transdermaal 15 mg / 24 u
BEL,nitroglycerine,1893,Trinipatch transderm. pleister 10 mg / 24 u,Teva,Trinipatch transderm. pleister 30 x 10 mg / 24 u,1287929,171166-02,Trinipatch transderm. pleister 30x 10mg/24u,Trinipatch dispositif transderm. 30x 10mg/24h,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE171166&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE171166&leafletType=rcp,SAM2,SAM2,nitroglycerine,,pleister voor transdermaal gebruik,Pleister voor transdermaal gebruik,10519000,SAM2,# pleister,dispositif #,?,?,transdermaal gebruik,transdermal use,Transdermaal gebruik,20070000,,10,mg,NULL,mg,24,h,h,C01DA02,5,mg,,nitroglycerine 10 mg / 24 u pleister (transderm.),nitroglycerine pleister transdermaal 10 mg / 24 u
BEL,nitroglycerine,1892,Trinipatch transderm. pleister 5 mg / 24 u,Teva,Trinipatch transderm. pleister 30 x 5 mg / 24 u,1287903,171157-02,Trinipatch transderm. pleister 30x 5mg/24u,Trinipatch dispositif transderm. 30x 5mg/24h,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE171157&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE171157&leafletType=rcp,SAM2,SAM2,nitroglycerine,,pleister voor transdermaal gebruik,Pleister voor transdermaal gebruik,10519000,SAM2,# pleister,dispositif #,?,?,transdermaal gebruik,transdermal use,Transdermaal gebruik,20070000,,5,mg,NULL,mg,24,h,h,C01DA02,5,mg,,nitroglycerine 5 mg / 24 u pleister (transderm.),nitroglycerine pleister transdermaal 5 mg / 24 u
BEL,ciclosporine,1883,Neoral-Sandimmun zachte caps. 50 mg,Novartis Pharma,Neoral-Sandimmun zachte caps. 50 x 50 mg,1174689,170764-02,Neoral-Sandimmun zachte caps. 50x 50mg,Neoral-Sandimmun caps. molle 50x 50mg,50,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170764&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170764&leafletType=rcp,SAM2,SAM2,ciclosporine,,"capsule, zacht","Capsule, zacht",10211000,SAM2,# zachte caps.,caps. molle #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,50,mg,NULL,mg,NULL,NULL,NULL,L04AD01,250,mg,,ciclosporine 50 mg capsule (or.),ciclosporine oraal 50 mg
BEL,ciclosporine,1881,Neoral-Sandimmun oploss. 100 mg / 1 ml,Novartis Pharma,Neoral-Sandimmun oploss. 50 ml 100 mg / 1 ml,1174655,170685-01,Neoral-Sandimmun oploss. 50ml 100mg/1ml,Neoral-Sandimmun sol. 50ml 100mg/1ml,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170685&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170685&leafletType=rcp,SAM2,SAM2,ciclosporine,,oplossing voor oraal gebruik,Oplossing voor oraal gebruik,10105000,SAM2,# oploss.,sol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,1,mL,mL,L04AD01,250,mg,,ciclosporine 100 mg / 1 ml oplossing (or.),ciclosporine oraal 100 mg / 1 ml
BEL,ciclosporine,1880,Neoral-Sandimmun zachte caps. 100 mg,Novartis Pharma,Neoral-Sandimmun zachte caps. 50 x 100 mg,1174663,170676-02,Neoral-Sandimmun zachte caps. 50x 100mg,Neoral-Sandimmun caps. molle 50x 100mg,50,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170676&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170676&leafletType=rcp,SAM2,SAM2,ciclosporine,,"capsule, zacht","Capsule, zacht",10211000,SAM2,# zachte caps.,caps. molle #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,NULL,NULL,NULL,L04AD01,250,mg,,ciclosporine 100 mg capsule (or.),ciclosporine oraal 100 mg
BEL,ciclosporine,1878,Neoral-Sandimmun zachte caps. 25 mg,Novartis Pharma,Neoral-Sandimmun zachte caps. 50 x 25 mg,1174671,170642-02,Neoral-Sandimmun zachte caps. 50x 25mg,Neoral-Sandimmun caps. molle 50x 25mg,50,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170642&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE170642&leafletType=rcp,SAM2,SAM2,ciclosporine,,"capsule, zacht","Capsule, zacht",10211000,SAM2,# zachte caps.,caps. molle #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,25,mg,NULL,mg,NULL,NULL,NULL,L04AD01,250,mg,,ciclosporine 25 mg capsule (or.),ciclosporine oraal 25 mg
BEL,paracetamol,1845,Perdolan siroop oploss. Kind 160 mg / 5 ml,Johnson & Johnson Consumer,Perdolan siroop oploss. Kind 200 ml 160 mg / 5 ml,3562170,169285-01,Perdolan siroop oploss. Kind 200ml 160mg/5ml,Perdolan sirop sol. Enfant 200ml 160mg/5ml,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE169285&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE169285&leafletType=rcp,SAM2,SAM2,paracetamol,,"siroop, oplossing",Oplossing voor oraal gebruik/Siroop,10105000/10117000,SAM2,# siroop oploss.,sirop sol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,160,mg,NULL,mg,5,mL,mL,N02BE01,3,g,,paracetamol 160 mg / 5 ml oplossing (or.),paracetamol oraal 160 mg / 5 ml
BEL,lidocaïne,1796,Linisol 2 % inj. oploss. i.v./s.c./epidur. [amp.] 200 mg / 10 ml,B. Braun,Linisol 2 % inj. oploss. i.v./s.c./epidur. [amp.] 20 x 200 mg / 10 ml,1205749,166704-01,Linisol 2 % inj. oploss. i.v./s.c./epidur. [amp.] 20x 200mg/10ml,Linisol 2 % sol. inj. i.v./s.c./p.dural [amp.] 20x 200mg/10ml,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE166704&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE166704&leafletType=rcp,SAM2,SAM2,lidocaïne,,oplossing voor injectie,Oplossing voor injectie,11201000,SAM2,inj. oploss. #,sol. inj. #,?,?,epiduraal gebruik/intraveneus gebruik/subcutaan gebruik,epidural use/intravenous use/subcutaneous use,Epiduraal gebruik/Intraveneus gebruik/Subcutaan gebruik,20009000/20045000/20066000,,200,mg,NULL,mg,10,mL,mL,N01BB02,100,mg,,lidocaïne hydrochloride 20 mg / 1 ml oplossing voor injectie (i.v./s.c./epidur.),lidocaïne injectie 20 mg / 1 ml
BEL,lidocaïne,1795,Linisol 1 % inj. oploss. i.v./s.c./i.derm./epidur. [amp.] 100 mg / 10 ml,B. Braun,Linisol 1 % inj. oploss. i.v./s.c./i.derm./epidur. [amp.] 20 x 100 mg / 10 ml,1204270,166695-01,Linisol 1 % inj. oploss. i.v./s.c./i.derm./epidur. [amp.] 20x 100mg/10ml,Linisol 1 % sol. inj. i.v./s.c./i.derm./p.dural [amp.] 20x 100mg/10ml,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE166695&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE166695&leafletType=rcp,SAM2,SAM2,lidocaïne,,oplossing voor injectie,Oplossing voor injectie,11201000,SAM2,inj. oploss. #,sol. inj. #,?,?,epiduraal gebruik/intradermaal gebruik/intraveneus gebruik/subcutaan gebruik,epidural use/intradermal use/intravenous use/subcutaneous use,Epiduraal gebruik/Intradermaal gebruik/Intraveneus gebruik/Subcutaan gebruik,20009000/20030000/20045000/20066000,,100,mg,NULL,mg,10,mL,mL,N01BB02,100,mg,,lidocaïne hydrochloride 10 mg / 1 ml oplossing voor injectie (i.v./s.c./i.derm./epidur.),lidocaïne injectie 10 mg / 1 ml
BEL,salbutamol,1777,Airomir dosisaerosol susp. Autohaler [ademgest.] 100 µg / 1 dos.,Teva,Airomir dosisaerosol susp. Autohaler [ademgest.] 200 dos. 100 µg / 1 dos.,1740075,166275-01,Airomir dosisaerosol susp. Autohaler [ademgest.] 200dos. 100µg/1dos.,Airomir susp. inhal. (flacon press.) Autohaler [déclenché par la resp.] 200dos. 100µg/1dos.,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE166275&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE166275&leafletType=rcp,SAM2,SAM2,salbutamol,salbutamol sulfaat,"dosisaerosol, suspensie","Doseeraërosol, suspensie",11107000,SAM2,dosisaerosol susp.,susp. inhal. (flacon press.),?,?,inhalatie,inhalation use,Inhalatie,20020000,,100,ug,NULL,ug,1,{dose},1,R03AC02,"0,8",mg,,salbutamol 100 µg / 1 dos. dosisaerosol (inhal.),salbutamol inhalatie 100 µg / 1 dos.
BEL,diclofenac,1747,Voltaren tabl. verl. afgifte Retard 75 mg,Novartis Pharma,Voltaren tabl. verl. afgifte Retard 60 x 75 mg,1115716,165471-01,Voltaren tabl. verl. afgifte Retard 60x 75mg,Voltaren compr. lib. prol. Retard 60x 75mg,60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE165471&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE165471&leafletType=rcp,SAM2,SAM2,diclofenac,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,75,mg,NULL,mg,NULL,NULL,NULL,M01AB05,100,mg,,diclofenac natrium 75 mg tablet met gereguleerde afgifte (or.),diclofenac oraal (gereg. afgifte) 75 mg
BEL,hydrocortison,1738,Locoid cut. emuls. Crelo 1 mg / 1 g,Eurocept,Locoid cut. emuls. Crelo 100 g 1 mg / 1 g,1201078,164981-02,Locoid cut. emuls. Crelo 100g 1mg/1g,Locoid émuls. cut. Crelo 100g 1mg/1g,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE164981&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE164981&leafletType=rcp,SAM2,SAM2,hydrocortison,,emulsie voor cutaan gebruik,Emulsie voor cutaan gebruik,10516000,SAM2,# emuls.,émuls. #,?,?,cutaan gebruik,cutaneous use,Cutaan gebruik,20003000,,1,mg,NULL,mg,1,g,g,D07AB02,3,mg,,hydrocortison butyraat 1 mg / 1 g emulsie (cut.),hydrocortison butyraat emulsie cutaan 1 mg / 1 g
BEL,amoxicilline,1722,Clamoxyl disp. tabl. (deelb.) 1 g,GSK,Clamoxyl disp. tabl. (deelb.) 24 x 1 g,2312619,164306-03,Clamoxyl disp. tabl. (deelb.) 24x 1g,Clamoxyl compr. disp. (séc.) 24x 1g,24,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE164306&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE164306&leafletType=rcp,SAM2,SAM2,amoxicilline,,dispergeerbare tablet,Dispergeerbare tablet,10121000,SAM2,# disp. tabl.,compr. disp. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,J01CA04,1000,mg,,amoxicilline 1 g dispergeerbare tablet (or.),amoxicilline oraal 1 g
BEL,amoxicilline,1722,Clamoxyl disp. tabl. (deelb.) 1 g,GSK,Clamoxyl disp. tabl. (deelb.) 8 x 1 g,1100239,164306-01,Clamoxyl disp. tabl. (deelb.) 8x 1g,Clamoxyl compr. disp. (séc.) 8x 1g,8,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE164306&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE164306&leafletType=rcp,SAM2,SAM2,amoxicilline,,dispergeerbare tablet,Dispergeerbare tablet,10121000,SAM2,# disp. tabl.,compr. disp. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,J01CA04,1000,mg,,amoxicilline 1 g dispergeerbare tablet (or.),amoxicilline oraal 1 g
BEL,tramadol,1701,Contramal harde caps. 50 mg,Grünenthal,Contramal harde caps. 30 x 50 mg,1070390,163055-02,Contramal harde caps. 30x 50mg,Contramal gél. 30x 50mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163055&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163055&leafletType=rcp,SAM2,SAM2,tramadol,,"capsule, hard","Capsule, hard",10210000,SAM2,# harde caps.,gél. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,50,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 50 mg capsule (or.),tramadol oraal 50 mg
BEL,tramadol,1701,Contramal harde caps. 50 mg,Grünenthal,Contramal harde caps. 60 x 50 mg,1070408,163055-03,Contramal harde caps. 60x 50mg,Contramal gél. 60x 50mg,60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163055&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163055&leafletType=rcp,SAM2,SAM2,tramadol,,"capsule, hard","Capsule, hard",10210000,SAM2,# harde caps.,gél. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,50,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 50 mg capsule (or.),tramadol oraal 50 mg
BEL,tramadol,1701,Contramal harde caps. 50 mg,Grünenthal,Contramal harde caps. 60 x 50 mg (UD),1187087,163055-04,Contramal harde caps. 60x 50mg (UD),Contramal gél. 60x 50mg (UD),60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163055&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163055&leafletType=rcp,SAM2,SAM2,tramadol,,"capsule, hard","Capsule, hard",10210000,SAM2,# harde caps.,gél. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,50,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,tramadol hydrochloride 50 mg capsule (or.),tramadol oraal 50 mg
BEL,tramadol,1700,Contramal oploss. [doseerpomp] 100 mg / 1 ml,Grünenthal,Contramal oploss. [doseerpomp] 1 x 50 ml 100 mg / 1 ml,1426121,163046-01,Contramal oploss. [doseerpomp] 1x50ml 100mg/1ml,Contramal sol. [pompe dos.] 1x50ml 100mg/1ml,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163046&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163046&leafletType=rcp,SAM2,SAM2,tramadol,,oplossing voor oraal gebruik,Oplossing voor oraal gebruik,10105000,SAM2,# oploss.,sol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,1,mL,mL,N02AX02,300,mg,,tramadol hydrochloride 100 mg / 1 ml oplossing (or.),tramadol oraal 100 mg / 1 ml
BEL,tramadol,1699,Contramal inj./inf. oploss. i.m./i.v. [amp.] 100 mg / 2 ml,Grünenthal,Contramal inj./inf. oploss. i.m./i.v. [amp.] 10 x 100 mg / 2 ml,1070382,163037-02,Contramal inj./inf. oploss. i.m./i.v. [amp.] 10x 100mg/2ml,Contramal sol. inj./perf. i.m./i.v. [amp.] 10x 100mg/2ml,10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163037&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE163037&leafletType=rcp,SAM2,SAM2,tramadol,,oplossing voor injectie/infusie,Oplossing voor injectie/infusie,50060000,SAM2,inj./inf. oploss. #,sol. inj./perf. #,?,?,intramusculair gebruik/intraveneus gebruik,intramuscular use/intravenous use,Intramusculair gebruik/Intraveneus gebruik,20035000/20045000,,100,mg,NULL,mg,2,mL,mL,N02AX02,300,mg,,tramadol hydrochloride 100 mg / 2 ml oplossing voor injectie/infusie (i.m./i.v.),tramadol injectie/infusie 100 mg / 2 ml
BEL,enoxaparine,1681,"Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 8 000 IE anti-Xa / 0,8 ml",Sanofi Belgium,"Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10 x 8 000 IE anti-Xa / 0,8 ml",1027697,161953-02,"Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10x 8000IE anti-Xa/0,8ml","Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 8000UI anti-Xa/0,8ml",10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161953&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161953&leafletType=rcp,SAM2,SAM2,enoxaparine,,oplossing voor injectie in een voorgevulde spuit,Oplossing voor injectie in een voorgevulde spuit,50060300,SAM2,inj. oploss. #,sol. inj. #,?,?,intraveneus gebruik/subcutaan gebruik,intravenous use/subcutaneous use,Intraveneus gebruik/Subcutaan gebruik,20045000/20066000,,8000,[anti'Xa'U],NULL,[anti'Xa'U],"0,8",mL,mL,B01AB05,2000,E,,"enoxaparine natrium 8 000 IE anti-Xa / 0,8 ml oplossing voor injectie (i.v./s.c.)","enoxaparine injectie 8 000 IE anti-Xa / 0,8 ml"
BEL,enoxaparine,1681,"Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 8 000 IE anti-Xa / 0,8 ml",Sanofi Belgium,"Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10 x 8 000 IE anti-Xa / 0,8 ml [met automatisch veiligheidssysteem]",2567253,161953-13,"Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10x 8000IE anti-Xa/0,8ml [met automatisch veiligheidssysteem]","Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 8000UI anti-Xa/0,8ml [avec système de sécurité automatique]",10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161953&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161953&leafletType=rcp,SAM2,SAM2,enoxaparine,,oplossing voor injectie in een voorgevulde spuit,Oplossing voor injectie in een voorgevulde spuit,50060300,SAM2,inj. oploss. #,sol. inj. #,?,?,intraveneus gebruik/subcutaan gebruik,intravenous use/subcutaneous use,Intraveneus gebruik/Subcutaan gebruik,20045000/20066000,,8000,[anti'Xa'U],NULL,[anti'Xa'U],"0,8",mL,mL,NULL,NULL,NULL,,"enoxaparine natrium 8 000 IE anti-Xa / 0,8 ml oplossing voor injectie (i.v./s.c.)","enoxaparine injectie 8 000 IE anti-Xa / 0,8 ml"
BEL,enoxaparine,1680,Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10 000 IE anti-Xa / 1 ml,Sanofi Belgium,Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10 x 10 000 IE anti-Xa / 1 ml,1027705,161944-02,Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10x 10000IE anti-Xa/1ml,Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 10000UI anti-Xa/1ml,10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161944&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161944&leafletType=rcp,SAM2,SAM2,enoxaparine,,oplossing voor injectie in een voorgevulde spuit,Oplossing voor injectie in een voorgevulde spuit,50060300,SAM2,inj. oploss. #,sol. inj. #,?,?,intraveneus gebruik/subcutaan gebruik,intravenous use/subcutaneous use,Intraveneus gebruik/Subcutaan gebruik,20045000/20066000,,10000,[anti'Xa'U],NULL,[anti'Xa'U],1,mL,mL,B01AB05,2000,E,,enoxaparine natrium 10 000 IE anti-Xa / 1 ml oplossing voor injectie (i.v./s.c.),enoxaparine injectie 10 000 IE anti-Xa / 1 ml
BEL,enoxaparine,1680,Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10 000 IE anti-Xa / 1 ml,Sanofi Belgium,Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10 x 10 000 IE anti-Xa / 1 ml [met automatisch veiligheidssysteem],3760170,161944-13,Clexane inj. oploss. i.v./s.c. [voorgev. spuit] 10x 10000IE anti-Xa/1ml [met automatisch veiligheidssysteem],Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 10000UI anti-Xa/1ml [avec système de sécurité automatique],10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161944&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE161944&leafletType=rcp,SAM2,SAM2,enoxaparine,,oplossing voor injectie in een voorgevulde spuit,Oplossing voor injectie in een voorgevulde spuit,50060300,SAM2,inj. oploss. #,sol. inj. #,?,?,intraveneus gebruik/subcutaan gebruik,intravenous use/subcutaneous use,Intraveneus gebruik/Subcutaan gebruik,20045000/20066000,,10000,[anti'Xa'U],NULL,[anti'Xa'U],1,mL,mL,NULL,NULL,NULL,,enoxaparine natrium 10 000 IE anti-Xa / 1 ml oplossing voor injectie (i.v./s.c.),enoxaparine injectie 10 000 IE anti-Xa / 1 ml
BEL,paracetamol,1663,Algostase Mono bruistabl. (deelb.) 1 g,SMB,Algostase Mono bruistabl. (deelb.) 20 x 1 g,1752534,160964-03,Algostase Mono bruistabl. (deelb.) 20x 1g,Algostase Mono compr. efferv. (séc.) 20x 1g,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE160964&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE160964&leafletType=rcp,SAM2,SAM2,paracetamol,,bruistablet,Bruistablet,10222000,SAM2,# bruistabl.,compr. efferv. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,N02BE01,3000,mg,,paracetamol 1 g bruistablet (or.),paracetamol oraal 1 g
BEL,paracetamol,1663,Algostase Mono bruistabl. (deelb.) 1 g,SMB,Algostase Mono bruistabl. (deelb.) 60 x 1 g,2875136,160964-08,Algostase Mono bruistabl. (deelb.) 60x 1g,Algostase Mono compr. efferv. (séc.) 60x 1g,60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE160964&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE160964&leafletType=rcp,SAM2,SAM2,paracetamol,,bruistablet,Bruistablet,10222000,SAM2,# bruistabl.,compr. efferv. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,N02BE01,3000,mg,,paracetamol 1 g bruistablet (or.),paracetamol oraal 1 g
