Priorità,Country,Problema,Codice Gruppo Equivalenza,Generici_Prontuario_NewPrezziRi.Codice gruppo equivalenza,ATC,"Codice AIC - LocalMppid",Principio Attivo,Generici_Prontuario_NewPrezziRi.Principio attivo,Metri cubi ossigeno ,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Generici_Prontuario_NewPrezziRi.Farmaco,Medicinal Product Name,Titolare AIC,Generici_Prontuario_NewPrezziRi.Ditta,Generici_Prontuario_NewPrezziRi.Confezione di riferimento,Generici_Prontuario_NewPrezziRi.Confezione,Package 1 (outer container) (EDQM Code),Package 1 (outer container) (EDQM Label),Dose form (EDQM Code),Dose form (EDQM Label),Unit of Presentation 1 (EDQM Code),Unit of Presentation 1 (EDQM Label),Unit of Presentation 1 (EDQM Label),Package Size,Unit of Measure 1 (UCUM),Package 2 (inner container) (EDQM Code),Package 2 (inner container) (EDQM Label),Unit of Presentation 2 (EDQM Code),Unit of Presentation 2 (EDQM Label),Quantity 2,Unit of Measure 2 (UCUM),Route of Administration (EDQM Code),Route of Administration (EDQM Label),Substance 1 (SMS code),Substance 1 (SMS Label),Active Ingredient 1 Numerator Quantity,Active Ingredient 1 Numerator Unit of Mesurement (UCUM),Active Ingredient 1 Denominator Quantity,Active Ingredient 1 Denominator Unit of Mesurement (UCUM),Substance 2 (SMS code),Substance 2 (SMS Label),Active Ingredient 2 Numerator Quantity,Active Ingredient 2 Numerator Unit of Mesurement (UCUM),Active Ingredient 2 Denominator Quantity,Active Ingredient 2 Denominator Unit of Mesurement (UCUM),Active Ingredient 3 (SMS code),Active Ingredient 3 (SMS Label),Active Ingredient 3 Numerator Quantity,Active Ingredient 3 Numerator Unit of Mesurement (UCUM),Active Ingredient 3 Denominator Quantity,Active Ingredient 3 Denominator Unit of Mesurement (UCUM),X=in lista di trasparenza Aifa 15/12/2021,Solo in lista di Regione:,Generici_Prontuario_NewPrezziRi.Nota
1,Italy,,PLA,PLA,C09CA08,42368023,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 10 mg,OLMESARTAN DOC GENERICI,OLMESARTAN DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,44234033,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 10 mg,OLMESARTAN HCS,OLMESARTAN HCS,HCS BVBA,HCS BVBA,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,44174023,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL ACCORD,OLMESARTAN MEDOXOMIL ACCORD,ACCORD HEALTHCARE SLU,ACCORD HEALTHCARE SLU,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,44170025,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL ALTER,OLMESARTAN MEDOXOMIL ALTER,LABORATORI ALTER Srl,LABORATORI ALTER S.R.L.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,43932021,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL AUROBINDO,OLMESARTAN MEDOXOMIL AUROBINDO,AUROBINDO PHARMA ITALIA Srl,AUROBINDO PHARMA ITALIA S.R.L.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PO/AL/PVC-AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,43918046,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL EG,OLMESARTAN MEDOXOMIL EG,EG SpA,EG S.P.A.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,43112022,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL MYLAN,OLMESARTAN MEDOXOMIL MYLAN,MYLAN SpA,MYLAN S.P.A.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PA/AL/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,45149010,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL PENSA,OLMESARTAN MEDOXOMIL PENSA,PENSA PHARMA SpA,PENSA PHARMA S.P.A.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,44399044,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL SANDOZ,OLMESARTAN MEDOXOMIL SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM 28"" COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,43236025,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL TEVA,OLMESARTAN MEDOXOMIL TEVA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,44390021,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 10 mg,OLMESARTAN MEDOXOMIL ZENTIVA,OLMESARTAN MEDOXOMIL ZENTIVA,ZENTIVA ITALIA Srl,ZENTIVA ITALIA S.R.L.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,44634018,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 10 mg,OLMESARTAN TECNIGEN,OLMESARTAN TECNIGEN,TECNIGEN Srl,TECNIGEN S.R.L.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC-AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,36027011,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLMETEC*28 cpr riv 10 mg,OLMETEC,OLMETEC,DAIICHI SANKYO ITALIA SpA,DAIICHI SANKYO ITALIA S.P.A.,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE"" 28 COMPRESSE RIVESTITE CON FILM IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,36026019,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,OLPRESS*28 cpr riv 10 mg,OLPRESS,OLPRESS,MENARINI INTERNAT. O.L.S.A,MENARINI INTERNAT. O.L.S.A,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE"" 28 COMPRESSE RIVESTITE CON FILM IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLA,PLA,C09CA08,36025017,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 10MG 28 UNITA' USO ORALE,PLAUNAC*28 cpr riv 10 mg,PLAUNAC,PLAUNAC,MENARINI INTERNAT. O.L.S.A,MENARINI INTERNAT. O.L.S.A,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE"" 28 COMPRESSE RIVESTITE CON FILM IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,10,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,44590091,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,IDALMAN*28 cpr riv 20 mg,IDALMAN,IDALMAN,I.B.N. SAVIO Srl,ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,45005028,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMEDIE*28 cpr riv 20 mg,OLMEDIE,OLMEDIE,C.T. LAB.FARMACEUTICO Srl,LABORATORIO FARMACEUTICO C.T. S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,42368035,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 20 mg,OLMESARTAN DOC GENERICI,OLMESARTAN DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,44234146,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 20 mg,OLMESARTAN HCS,OLMESARTAN HCS,HCS BVBA,HCS BVBA,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,44174100,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL ACCORD,OLMESARTAN MEDOXOMIL ACCORD,ACCORD HEALTHCARE SLU,ACCORD HEALTHCARE SLU,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,44170052,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL ALTER,OLMESARTAN MEDOXOMIL ALTER,LABORATORI ALTER Srl,LABORATORI ALTER S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,43932058,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL AUROBINDO,OLMESARTAN MEDOXOMIL AUROBINDO,AUROBINDO PHARMA ITALIA Srl,AUROBINDO PHARMA ITALIA S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PO/AL/PVC-AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,43918147,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL EG,OLMESARTAN MEDOXOMIL EG,EG SpA,EG S.P.A.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,43112097,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL MYLAN,OLMESARTAN MEDOXOMIL MYLAN,MYLAN SpA,MYLAN S.P.A.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PA/AL/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,45149022,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL PENSA,OLMESARTAN MEDOXOMIL PENSA,PENSA PHARMA SpA,PENSA PHARMA S.P.A.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,44399119,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL SANDOZ,OLMESARTAN MEDOXOMIL SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM 28"" COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,43236088,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL TEVA,OLMESARTAN MEDOXOMIL TEVA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,44390122,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 20 mg,OLMESARTAN MEDOXOMIL ZENTIVA,OLMESARTAN MEDOXOMIL ZENTIVA,ZENTIVA ITALIA Srl,ZENTIVA ITALIA S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,44634020,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 20 mg,OLMESARTAN TECNIGEN,OLMESARTAN TECNIGEN,TECNIGEN Srl,TECNIGEN S.R.L.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC-AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,36027062,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLMETEC*28 cpr riv 20 mg,OLMETEC,OLMETEC,DAIICHI SANKYO ITALIA SpA,DAIICHI SANKYO ITALIA S.P.A.,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE"" 28 COMPRESSE RIVESTITE CON FILM IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,36026060,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,OLPRESS*28 cpr riv 20 mg,OLPRESS,OLPRESS,MENARINI INTERNAT. O.L.S.A,MENARINI INTERNAT. O.L.S.A,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE"" 28 COMPRESSE RIVESTITE CON FILM IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLB,PLB,C09CA08,36025068,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 20MG 28 UNITA' USO ORALE,PLAUNAC*28 cpr riv 20 mg,PLAUNAC,PLAUNAC,MENARINI INTERNAT. O.L.S.A,MENARINI INTERNAT. O.L.S.A,28 UNITA' 20 MG - USO ORALE,"""20 MG COMPRESSE"" 28 COMPRESSE RIVESTITE CON FILM IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,20,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLC,PLC,C09CA08,44590166,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,IDALMAN*28 cpr riv 40 mg,IDALMAN,IDALMAN,I.B.N. SAVIO Srl,ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.,28 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLC,PLC,C09CA08,45005030,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMEDIE*28 cpr riv 40 mg,OLMEDIE,OLMEDIE,C.T. LAB.FARMACEUTICO Srl,LABORATORIO FARMACEUTICO C.T. S.R.L.,28 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLC,PLC,C09CA08,42368047,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 40 mg,OLMESARTAN DOC GENERICI,OLMESARTAN DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,28 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLC,PLC,C09CA08,44234250,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN*28 cpr riv 40 mg,OLMESARTAN HCS,OLMESARTAN HCS,HCS BVBA,HCS BVBA,28 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,PLC,PLC,C09CA08,44174187,Olmesartan medoxomil,Olmesartan medoxomil,,OLMESARTAN MEDOXOMIL 40MG 28 UNITA' USO ORALE,OLMESARTAN MEDOXOMIL*28 cpr riv 40 mg,OLMESARTAN MEDOXOMIL ACCORD,OLMESARTAN MEDOXOMIL ACCORD,ACCORD HEALTHCARE SLU,ACCORD HEALTHCARE SLU,28 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000089966,Olmesartan medoxomil,40,mg,1,1,,,,,,,,,,,,,X,,
