code,term,definition,comment,status,domain,modification_date,creation_date
13123000,Urethral ointment,Semi-solid preparation consisting of an ointment intended for urethral use by means of a suitable applicator.,,Current,Human and Veterinary,2019-07-01 11:30:13,2019-07-01 11:30:13
13124000,Medicinal larvae,"Whole, live, medicinal larvae, usually of a species of fly such as Lucilla sericata (common greenbottle fly), provided in an appropriate container such as a mesh bag, intended to be applied to a wound and covered with an appropriate dressing in order to allow debridement of necrotic tissue over a specified period of time (usually a few days). The larvae secrete enzymes into the wound, liquefying the necrotic tissue, and ingest the resulting material.","In some regions, medicinal larvae are classified as medical devices rather than medicinal products.",Current,Human and Veterinary,2019-07-12 08:54:25,2019-07-12 08:54:25
13126000,Prolonged-release dispersion for injection,"Liquid sterile preparation consisting of two or more phases of which at least one is dispersed in the liquid phase, intended for administration by injection; the active substance(s) are released over an extended period of time. To be used only when 'Prolonged-release emulsion for injection' is not appropriate. Solid suspension preparations are excluded.",,Current,Human and Veterinary,2020-02-11 07:57:23,2020-02-11 07:57:23
13127000,Sublingual lyophilisate,"Solid single-dose preparation made by freeze-drying of a liquid or semi-solid preparation, intended for sublingual use.",,Current,Human and Veterinary,2020-02-26 08:10:37,2020-02-26 08:10:37
13128000,Prolonged-release wound solution,"Liquid sterile preparation consisting of a solution intended to be administered onto a wound, including surgical wounds; the active substance(s) are released over an extended period of time.",,Current,Human and Veterinary,2020-04-06 08:55:28,2020-04-06 08:55:28
13129000,Nebuliser dispersion,Liquid preparation consisting of a dispersion intended for inhalation use. The dispersion is converted into an aerosol by a continuously operating nebuliser or a metered-dose nebuliser.,,Current,Human and Veterinary,2020-04-06 08:58:00,2020-04-06 08:58:00
13133000,Gastro-resistant oral suspension,"Liquid single-dose or multidose, delayed-release preparation consisting of a suspension intended for oral use. The preparation is intended to resist the gastric fluid and release the active substance(s) in the intestinal fluid. Each dose from a multidose container is administered by means of a device suitable for measuring the prescribed volume, generally 5 mL or multiples thereof.",,Current,Human and Veterinary,2020-06-11 15:19:32,2020-06-11 15:19:32
13134000,Prolonged-release oral suspension,"Liquid single-dose or multidose preparation consisting of a suspension intended for oral use, showing a slower release of the active substance(s) than that of a conventional-release oral suspension. This deliberate modification is achieved by a special formulation design and/or manufacturing method. Each dose from a multidose container is administered by means of a device suitable for measuring the prescribed volume, generally 5 mL or multiples thereof.",,Current,Human and Veterinary,2020-06-11 15:21:52,2020-06-11 15:21:52
13135000,Modified-release oral suspension,"Liquid single-dose or multidose preparation consisting of a suspension intended for oral use, showing a rate, a place and/or a time of release of the active substance(s) that is different from that of a conventional-release oral suspension. This deliberate modification is achieved by a special formulation design and/or manufacturing method. The generic term 'Modified-release oral suspension' is used only when the more-specific terms 'Gastro-resistant oral suspension' or 'Prolonged-release oral suspension' do not apply. Each dose from a multidose container is administered by means of a device suitable for measuring the prescribed volume, generally 5 mL or multiples thereof.",,Current,Human and Veterinary,2020-06-11 15:24:52,2020-06-11 15:24:52
13136000,Gastro-resistant powder for oral suspension,Solid preparation consisting of a gastro-resistant powder intended to be dispersed in the specified liquid to obtain a gastro-resistant oral suspension.,,Current,Human and Veterinary,2020-06-11 15:26:47,2020-06-11 15:26:47
13139000,Concentrate for dispersion for injection,Liquid sterile preparation intended to be diluted in the specified liquid to obtain a dispersion for injection.,,Current,Human and Veterinary,2020-12-18 09:09:33,2020-12-18 09:09:33
13140000,Cutaneous/oromucosal solution,"Non-sterile, liquid preparation consisting of a solution intended for cutaneous or oromucosal use; it is not intended for use on injured skin.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2021-02-26 09:07:15,2021-02-26 09:07:15
13141000,Oromucosal pouch,"Solid single-dose preparation consisting of a small bag made of a suitable material containing a preparation such as a powder; it is intended to be placed in the oral cavity to obtain either a systemic or a local effect by delivering the active substance(s) over a certain period of time, after which it is then removed.",,Current,Human and Veterinary,2021-03-17 08:59:27,2021-03-17 08:59:27
13145000,Impregnated cutaneous swab,"Solid preparation consisting of a piece of absorbent material impregnated usually with a liquid preparation, intended to be applied to the skin for a limited period of time with one or more wiping motions, and which may be attached to an application device such as a stick. Impregnated pad is excluded.",,Current,Human and Veterinary,2021-06-03 14:07:17,2021-06-03 14:07:17
13148000,Prolonged-release pessary,"Solid, single-dose preparation usually prepared by moulding, of various shapes, usually ovoid, with a volume and consistency suitable for insertion into the vagina to obtain a local effect. It contains one or more active substances dispersed or dissolved in a suitable basis that may be soluble or dispersible in water or may melt at body temperature. It shows a slower release of the active substance(s) than that of a conventional-release pessary. Prolonged release is achieved by a special formulation design and/or manufacturing method.",,Current,Human and Veterinary,2021-07-16 11:10:55,2021-07-16 11:10:55
13149000,Oromucosal film,"Solid preparation consisting of a single- or multilayer sheet of suitable material(s) intended for oromucosal use. It is applied to the oral cavity or onto specific parts of the oral cavity, usually to obtain a systemic effect. Where a preparation is intended for use only at a single specific part of the oral cavity, the appropriate specific term (e.g. Buccal film, Sublingual film) is used instead.",,Current,Human and Veterinary,2021-08-09 09:22:10,2021-08-09 09:22:10
13152000,Concentrate for emulsion for injection,Liquid sterile preparation intended to be diluted in the specified liquid in order to obtain an emulsion for injection.,,Current,Human and Veterinary,2022-01-06 11:30:56,2022-01-06 11:30:56
13154000,Film-coated granules,"Solid preparation intended for oral use, consisting of granules coated with a thin polymeric film that dissolves within a few minutes in the gastrointestinal fluid. Film-coated granules are intended for oral use to release active substance(s) at a rate that is not significantly delayed compared to that of the uncoated granules.",,Current,Human and Veterinary,2022-03-10 09:49:44,2022-03-10 09:49:44
13158000,Effervescent tablet for oculonasal suspension,Solid preparation for veterinary use consisting of an effervescent tablet intended to be dispersed in the specified liquid to create an oculonasal suspension.,,Current,Veterinary only,2022-08-02 10:36:32,2022-08-02 10:36:32
13159000,"Eye drops, prolonged-release solution",Liquid sterile single-dose or multidose preparation consisting of an aqueous or oily solution intended for ocular use; the active substance(s) are released over an extended period of time. Multidose preparations are presented in containers that allow successive drops to be administered. The containers contain usually at most 10 mL of the preparation.,,Current,Human and Veterinary,2022-08-12 07:12:57,2022-08-12 07:12:57
13162000,Concentrate for cutaneous emulsion,Liquid preparation intended to be diluted in the specified liquid to obtain a cutaneous emulsion.,,Current,Human and Veterinary,2022-09-19 10:08:03,2022-09-19 10:08:03
30047500,Pouch,,"Use discouraged as a pharmaceutical dose form since it does not include information related to its intended use; a specific term such as 'Oromucosal pouch' is to be used instead. Furthermore, the term 'Pouch' on its own may be used to describe an item of intermediate or outer packaging.",Deprecated,Human and Veterinary,2021-03-17 09:52:21,2006-03-14 00:00:00
50001000,Chewable/dispersible tablet,"Solid single-dose preparation consisting of an uncoated tablet intended either to be chewed before being swallowed, or to be dispersed in the specified liquid before being swallowed.",,Current,Human and Veterinary,2016-03-30 19:17:02,2006-03-14 00:00:00
50009000,"Concentrate for cutaneous spray, emulsion",Liquid preparation intended to be diluted in the specified liquid to obtain a cutaneous spray emulsion.,,Current,Human and Veterinary,2016-03-30 03:52:14,2006-03-14 00:00:00
50009300,Concentrate for dispersion for infusion,Liquid sterile preparation intended to be diluted in the specified liquid to obtain a dispersion for infusion.,,Current,Human and Veterinary,2016-03-30 03:57:39,2009-07-09 10:20:11
50009500,Concentrate for emulsion for infusion,Liquid sterile preparation intended to be diluted in the specified liquid to obtain an emulsion for infusion.,,Current,Human and Veterinary,2016-03-30 03:58:39,2006-03-14 00:00:00
50009750,Concentrate for intravesical solution,Liquid preparation intended to be diluted in the specified liquid to obtain an intravesical solution.,,Current,Human and Veterinary,2016-03-30 04:02:34,2010-10-06 10:17:23
50010000,Concentrate for oral solution,Liquid preparation intended to be diluted in the specified liquid to obtain an oral solution.,,Current,Human and Veterinary,2016-03-30 04:03:33,2006-03-14 00:00:00
50011000,Concentrate for oral/rectal solution,Liquid preparation intended to be diluted in the specified liquid to obtain an oral/rectal solution.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 04:06:08,2006-03-14 00:00:00
50012000,Concentrate for peritoneal dialysis solution,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:05:05,2006-03-14 00:00:00
50013000,Concentrate for solution for intravesical use,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:10:39,2006-03-14 00:00:00
50013250,Concentrate for solution for peritoneal dialysis,Liquid sterile preparation intended to be diluted in the specified liquid to obtain a solution for peritoneal dialysis.,,Current,Human and Veterinary,2016-03-30 04:16:57,2010-10-11 13:48:58
50013500,Concentrate for spray emulsion,,,Current,Veterinary only,2009-07-09 10:08:04,2009-07-09 10:08:04
50014000,Concentrate for suspension for infusion,,"Use discouraged. For safety reasons, solid-particle suspensions are not for intravenous use, which is the primary route of administration for infusions. Liquid dispersed formulations, other than solid-particle suspensions and emulsions, are referred to as dispersions.",Deprecated,Human and Veterinary,2014-09-04 14:31:07,2006-03-14 00:00:00
50015000,Cutaneous and nasal ointment,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 12:34:33,2006-03-14 00:00:00
50015100,Cutaneous/ear drops suspension,,"Use discouraged; use instead 'Cutaneous suspension' or 'Ear drops, suspension' as appropriate, according to the Marketing Authorisation. If alternative uses are authorised, they should be described in the product information.",Deprecated,Human and Veterinary,2014-09-04 12:22:49,2012-04-05 11:45:56
50015200,Cutaneous/nasal ointment,Semi-solid preparation consisting of an ointment intended for cutaneous or nasal use.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 10:17:14,2010-10-11 13:59:37
50015300,Cutaneous/oromucosal/oral solution,,Term rejected. Separate marketing authorisations should be sought for such products owing to different microbiological requirements.,Rejected,Human and Veterinary,2014-09-04 12:57:59,2009-07-08 08:54:00
50015400,Cutaneous/oromucosal spray,,Term rejected. Separate marketing authorisations should be sought for such products owing to different microbiological requirements for the routes of administration covered.,Rejected,Human and Veterinary,2014-09-04 12:56:18,2009-07-08 08:55:28
50015450,Cutaneous solution/concentrate for oromucosal solution,Liquid preparation consisting of a solution intended for cutaneous use or intended to be diluted in the specified liquid to obtain an oromucosal solution.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:02:07,2011-07-04 09:53:04
50015500,"Cutaneous spray, emulsion","Liquid preparation, usually multidose, consisting of an emulsion in a pressurised container with a spray valve or in a container equipped with a spray pump, intended for cutaneous use.",,Current,Human and Veterinary,2016-03-30 04:27:03,2009-05-06 11:44:57
50016000,"Cutaneous spray, ointment",Ointment formed at the time of administration from a liquid preparation in a pressurised container with a spray valve or in a container equipped with a spray pump.,,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
50017000,Dental paste,"Semi-solid single-dose or multidose preparation consisting of solid particles finely dispersed in a suitable basis, intended for administration on or inside the tooth or on and/or around the nerves supplying the teeth. Toothpaste is excluded.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
50017500,Dispersion for infusion,"Liquid sterile preparation consisting of two or more phases of which at least one is dispersed in the liquid phase, intended to be introduced, usually in large volumes, usually into the circulating blood stream. To be used only when emulsion for infusion is not appropriate. Solid suspension preparations are excluded.",,Current,Human and Veterinary,2016-03-30 04:23:10,2010-09-03 14:51:33
50018000,"Ear/eye drops, solution",Liquid sterile preparation consisting of a solution intended for use as ear drops or eye drops.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:04:20,2006-03-14 00:00:00
50018500,"Ear/eye drops, suspension",Liquid sterile preparation consisting of a suspension intended for use as ear drops or eye drops.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 08:30:48,2011-07-04 09:51:08
50019000,Ear/eye ointment,Semi-solid preparation consisting of an ointment intended for auricular or ocular use.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 10:19:27,2006-03-14 00:00:00
50019500,"Ear/eye/nasal drops, solution","Liquid sterile preparation consisting of a solution intended for use as ear drops, eye drops or nasal drops.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:05:13,2010-10-11 14:04:34
50020000,"Ear/eye/nose drops, solution",,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 12:25:48,2006-03-14 00:00:00
50020200,"Ear/nasal drops, suspension",Liquid preparation consisting of a suspension intended for use as ear drops or nasal drops.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 08:31:38,2013-07-26 11:40:47
50020500,Effervescent buccal tablet,,"Term rejected. 'Effervescent' implies that the tablet disintegrates rapidly in the presence of water; this is not appropriate for buccal tablets, which are intended to disintegrate over an extended period of time.",Rejected,Human and Veterinary,2014-09-04 13:30:02,2009-07-07 16:27:23
50021000,Emulsion for injection/infusion,Liquid sterile single-dose or multidose preparation consisting of an emulsion intended for administration by injection or infusion.,The preparation is usually diluted before administration by infusion.,Current,Human and Veterinary,2016-03-30 04:31:01,2006-03-14 00:00:00
50022000,"Endosinusial wash, suspension",Liquid preparation consisting of a suspension intended for cleaning the sinuses.,,Current,Human and Veterinary,2016-03-30 08:32:51,2006-03-14 00:00:00
50023500,Film coated gastro-resistant tablet,,Term rejected. The important characteristic is that the tablet is a gastro-resistant formulation.,Rejected,Human and Veterinary,2014-09-04 13:17:43,2009-07-08 08:59:20
50024000,Gargle/mouthwash,Liquid preparation consisting of a solution intended for use as a gargle or a mouthwash.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:11:25,2006-03-14 00:00:00
50024500,Gargle/nasal wash,Liquid preparation consisting of a solution intended for use as a gargle or a nasal wash.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:13:06,2012-06-27 09:18:25
50025000,Gastro-resistant coated tablet,,Use discouraged. The important characteristic is that the tablet is a gastro-resistant formulation.,Deprecated,Human and Veterinary,2014-09-04 13:18:41,2006-03-14 00:00:00
50026000,Gastro-resistant granules for oral suspension,Solid preparation consisting of gastro-resistant granules intended to be dispersed in the specified liquid to obtain a gastro-resistant oral suspension.,,Current,Human and Veterinary,2020-06-11 15:30:47,2006-03-14 00:00:00
50026250,Gastro-resistant prolonged-release tablet,,Use discouraged. The important characteristic is that the tablet is a prolonged-release formulation.,Deprecated,Human and Veterinary,2014-09-04 13:19:39,2010-08-09 09:56:55
50028000,Granules for oral and rectal suspension,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:20:42,2006-03-14 00:00:00
50029000,"Granules for oral drops, solution",,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:21:33,2006-03-14 00:00:00
50029150,Granules for oral/rectal suspension,Solid preparation consisting of granules intended to be dispersed in the specified liquid to obtain an oral/rectal suspension.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 11:07:23,2010-10-11 14:08:16
50029250,Granules for use in drinking water,"Solid preparation for veterinary use consisting of granules intended to be dissolved in the animal drinking water. If alternative methods of administration to individual animals are also authorised, the method of administration is clearly described in the product information.",,Current,Veterinary only,2018-08-09 14:57:43,2006-03-14 00:00:00
50029500,Granules for vaginal solution,"Solid preparation consisting of aggregated particles that may include excipients to facilitate wetting and dissolution, intended to be dissolved in the specified liquid to obtain a vaginal solution, which is usually prepared just before administration to the patient.",,Current,Human and Veterinary,2016-03-30 11:11:22,2006-03-14 00:00:00
50029600,Hard capsule with gastro-resistant pellets,,"Term rejected. Such formulations are covered by the term 'Gastro-resistant capsule, hard'.",Rejected,Human and Veterinary,2014-09-04 13:22:44,2009-07-07 15:56:06
50029800,Inhalation impregnated pad,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 14:46:50,2010-10-11 14:10:39
50030000,"Inhalation powder, tablet","Solid multidose preparation intended for inhalation use. The dose of inhalation powder is generated from the tablet by a metering mechanism within the inhaler, for example by scraping off a small amount of powder from the tablet.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
50031000,"Inhalation vapour, effervescent tablet","Solid preparation consisting of a tablet usually containing acid substances and carbonates or hydrogen carbonates that react rapidly in the presence of aqueous liquid to release carbon dioxide, intended for generation of vapour to be inhaled to obtain a local effect. The vapour may be generated by adding the tablet to hot water.",,Current,Human and Veterinary,2016-03-30 19:21:46,2006-03-14 00:00:00
50032000,"Inhalation vapour, emulsion",Liquid preparation consisting of an emulsion intended for generation of vapour to be inhaled to obtain a local effect. The vapour may be generated by adding the emulsion to hot water.,,Current,Human and Veterinary,2016-03-30 04:34:56,2006-03-14 00:00:00
50033000,"Inhalation vapour, impregnated pad","Solid preparation consisting of a piece of absorbent material impregnated usually with a liquid or semi-solid preparation, intended for generation of vapour to be inhaled to obtain a local effect.","After reconsideration of this term, and for reasons of consistency with other related terms, this term replaces 'Inhalation impregnated pad'.",Current,Human and Veterinary,2016-03-30 11:42:30,2006-03-14 00:00:00
50033100,"Inhalation vapour, impregnated plug","Solid preparation consisting of an impregnated plug that generates a vapour to be inhaled, for example by the patient inhaling through a device containing the plug, thereby drawing air through or over it and vaporising the active ingredient(s) impregnated therein.",,Current,Human and Veterinary,2016-03-30 11:43:43,2012-05-23 16:27:44
50033300,Intrauterine foam,"Liquid preparation for veterinary use, usually presented in a pressurised container provided with an applicator suitable for delivery to the uterus of foam containing large volumes of gas dispersed in a liquid containing the active substance(s).",,Current,Veterinary only,2016-03-30 09:25:21,2010-04-22 14:53:57
50033400,Intravesical solution/solution for injection,Liquid sterile preparation consisting of a solution intended for intravesical use or for administration by injection.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:20:53,2011-12-02 12:08:36
50034000,Liquefied gas for dental use,,Use discouraged. This is considered to be a medical device and outside the scope of Standard Terms.,Deprecated,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
50034700,Lyophilisate for use in drinking water,"Solid preparation for veterinary use consisting of a freeze-dried powder intended to be dissolved in the animal drinking water. If alternative methods of administration to individual animals are also authorised, the method of administration is clearly described in the product information.",,Current,Veterinary only,2018-08-09 14:58:26,2012-04-05 11:30:45
50035000,Modified-release film-coated tablet,,Use discouraged. The important characteristic is that the tablet is a modified-release formulation.,Deprecated,Human and Veterinary,2014-09-04 13:24:00,2006-03-14 00:00:00
50036000,Modified-release granules for oral suspension,Solid preparation consisting of modified-release granules intended to be dispersed in the specified liquid to obtain a modified-release oral suspension. The generic term 'Modified-release granules for oral suspension' is used only when the more-specific terms 'Gastro-resistant granules for oral suspension' or 'Prolonged-release granules for oral suspension' do not apply.,,Current,Human and Veterinary,2020-06-11 15:35:25,2006-03-14 00:00:00
50036050,"Mouthwash, powder for solution","Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a mouthwash.",,Current,Human and Veterinary,2016-03-30 17:43:01,2010-10-11 14:18:04
50036100,Muco-adhesive buccal prolonged-release tablet,,Term rejected. Muco-adhesive buccal tablets are intended to release the active substance(s) over a prolonged period of time.,Rejected,Human and Veterinary,2014-09-04 13:30:59,2009-07-07 15:48:06
50036500,Nasal/oromucosal solution,"Liquid preparation consisting of a solution intended for nasal or oromucosal application. 'Nasal/oromucosal spray, solution' and 'Nasal spray, solution/oromucosal solution' are excluded.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:30:55,2009-07-02 15:10:43
50036700,"Nasal/oromucosal spray, solution","Liquid preparation consisting of a solution in a container with or without a metering dose valve or in a container with a spray pump, intended for nasal or oromucosal use.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:32:30,2010-11-29 13:57:51
50037000,Nasal spray and oromucosal solution,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:13:41,2006-03-14 00:00:00
50037100,"Nasal spray, powder for solution","Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a nasal spray solution.",,Current,Human and Veterinary,2016-03-30 17:45:08,2010-11-29 13:43:33
50037400,"Nasal spray, solution/oromucosal solution",Liquid preparation consisting of a solution intended for use as a nasal spray or an oromucosal solution.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:29:37,2010-11-29 13:30:11
50037500,"Oral drops, granules for solution",Solid preparation consisting of granules intended to be dissolved in the specified liquid to obtain an oral drops solution.,,Current,Human and Veterinary,2016-03-30 11:14:56,2010-10-11 14:15:59
50037750,"Oral drops, liquid","Liquid, usually multidose preparation consisting of a liquid active substance per se, intended for oral use. The preparation is administered in small volumes by means of a suitable measuring device such as a dropper, pipette or oral syringe capable of accurate dosing of the liquid. The measured dose may be diluted in water or another suitable liquid before swallowing.",,Current,Human and Veterinary,2016-03-30 04:50:01,2009-07-02 15:24:06
50037900,Oral/rectal solution,Liquid preparation consisting of a solution intended for oral or rectal use.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:42:38,2010-11-29 13:19:23
50038000,Oral/rectal suspension,Liquid preparation consisting of a suspension intended for oral or rectal use.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 09:01:22,2006-03-14 00:00:00
50038500,Oral solution/concentrate for nebuliser solution,Liquid preparation consisting of a solution intended for oral use or intended to be diluted in the specified liquid to obtain a nebuliser solution.,This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:41:32,2006-03-14 00:00:00
50039000,Oromucosal patch,"Flexible single-dose preparation intended to be applied to the oral cavity to obtain either a systemic or a local effect by delivering the active substance(s) over a certain period of time, after which it is then removed.",,Current,Human and Veterinary,2016-03-03 09:12:12,2006-03-14 00:00:00
50039500,Oromucosal/laryngopharyngeal solution,"Liquid preparation consisting of a solution intended for oromucosal or laryngopharyngeal use. 'Oromucosal/laryngopharyngeal solution/spray, solution' is excluded.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:44:06,2006-03-14 00:00:00
50040000,Oromucosal/laryngopharyngeal solution/spray,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 14:28:17,2006-03-14 00:00:00
50040500,"Oromucosal/laryngopharyngeal solution/spray, solution","Liquid preparation consisting of a solution intended for oromucosal or laryngopharyngeal use, presented in a container with an optional spray device to allow administration as a spray.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 05:45:21,2010-11-29 13:24:35
50043000,Powder for concentrate for solution for infusion,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a concentrate for solution for infusion, which must subsequently be diluted before administration as a solution for infusion.","This term is only to be used in cases where, for safety reasons, the final dilution step must always be carried out before administration.",Current,Human and Veterinary,2016-03-30 18:28:34,2006-03-14 00:00:00
50048750,Powder for concentrate for dispersion for infusion,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain a concentrate for dispersion for infusion, which must subsequently be diluted before administration as a dispersion for infusion.","This term is only to be used in cases where, for safety reasons, the final dilution step must always be carried out before administration.",Current,Human and Veterinary,2016-03-30 18:23:28,2009-07-02 15:19:50
50049000,Powder for concentrate for haemodialysis solution,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:03:55,2006-03-14 00:00:00
50049100,Powder for concentrate for intravesical suspension,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain a concentrate for intravesical suspension, which must subsequently be diluted before administration as an intravesical suspension.","This term is only to be used in cases where, for safety reasons, the final dilution step must always be carried out before administration.",Current,Human and Veterinary,2016-03-30 18:24:31,2010-08-09 10:27:02
50049200,Powder for concentrate for solution for haemodialysis,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a concentrate for solution for haemodialysis, which must subsequently be diluted before use as a solution for haemodialysis.","This term is only to be used in cases where, for safety reasons, the final dilution step must always be carried out before administration.",Current,Human and Veterinary,2016-03-30 18:26:24,2010-11-29 13:41:17
50049250,Powder for concentrate for solution for injection/infusion,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a concentrate for solution for injection/infusion, which must subsequently be diluted before administration as a solution for injection/infusion.","This term is only to be used in cases where, for safety reasons, the final dilution step must always be carried out before administration.",Current,Human and Veterinary,2016-03-30 18:30:00,2010-06-15 17:44:01
50049270,Powder for dental solution,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a dental solution.",,Current,Human and Veterinary,2016-03-30 18:33:29,2010-06-16 09:28:08
50049300,Powder for epilesional solution,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain an epilesional solution.",,Current,Human and Veterinary,2016-03-30 18:36:10,2010-04-22 14:42:20
50049500,Powder for implantation suspension,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain an implantation suspension.",,Current,Human and Veterinary,2016-03-30 18:36:52,2009-04-22 10:03:34
50050000,Powder for intravesical solution,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain an intravesical solution.",,Current,Human and Veterinary,2016-03-30 18:37:42,2006-03-14 00:00:00
50050500,Powder for intravesical solution/solution for injection,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain an intravesical solution/solution for injection.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 18:38:51,2011-12-02 12:10:51
50051000,Powder for intravesical suspension,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain an intravesical suspension.",,Current,Human and Veterinary,2016-03-30 18:39:44,2006-03-14 00:00:00
50051100,Powder for mouth wash,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 14:29:20,2006-03-14 00:00:00
50051500,Powder for nebuliser solution/solution for injection/infusion,,"Term rejected. Such a term is not appropriate for safety reasons, owing to the different microbiological requirements for the routes of administration covered.",Rejected,Human and Veterinary,2014-09-04 14:36:07,2011-12-02 11:19:33
50052000,Powder for oral/rectal suspension,"Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain an oral/rectal solution.",This term is only to be used in cases where there is not a single predominant route of administration for the medicinal product.,Current,Human and Veterinary,2016-03-30 18:43:08,2006-03-14 00:00:00
50053000,Powder for solution for injection or infusion,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 14:37:31,2006-03-14 00:00:00
50053500,Powder for solution for injection/infusion,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a solution for injection/infusion.",,Current,Human and Veterinary,2016-03-30 18:51:04,2010-04-22 14:05:37
50054000,Powder for solution for intravesical use,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:11:29,2006-03-14 00:00:00
50055000,Powder for solution for nasal spray,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:14:42,2006-03-14 00:00:00
50055150,Powder for solution/suspension for injection,,"Use discouraged. Use instead 'Powder for solution for injection' or 'Powder for suspension for injection', depending on the physical form resulting from the primary way that it is reconstituted.",Deprecated,Human and Veterinary,2014-09-04 14:38:34,2011-07-04 09:43:40
